img_path,gt_label,pred_label_base,raw_output_head
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000024_Stool_count_3.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_4.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_5.jpg,Stool,Children Toys,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_6.jpg,Stool,Baby Toys,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_7.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_8.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000068_Stool_count_9.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Stool/000102_Stool_count_10.jpg,Stool,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_1.jpg,Storage bottle,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_10.jpg,Storage bottle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_2.jpg,Storage bottle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_3.jpg,Storage bottle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_4.jpg,Storage bottle,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_5.jpg,Storage bottle,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_6.jpg,Storage bottle,Can,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_7.jpg,Storage bottle,Baby milk powder,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_8.jpg,Storage bottle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage bottle/000292_Storage bottle_count_9.jpg,Storage bottle,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage box/000010_Storage box_count_1.jpg,Storage box,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage box/000010_Storage box_count_10.jpg,Storage box,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage box/000010_Storage box_count_2.jpg,Storage box,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage box/000010_Storage box_count_3.jpg,Storage box,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Storage box/000010_Storage box_count_4.jpg,Storage box,Trash,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
